100,0.01
120,0.01
140,0.02
160,0.02
180,0.02
200,0.03
220,0.04
240,0.04
260,0.05
280,0.07
300,0.08
320,0.10
340,0.11
360,0.13
380,0.16
400,0.18
420,0.22
440,0.24
460,0.28
480,0.32
500,0.38
520,0.41
540,0.46
560,0.51
580,0.56
600,0.65
620,0.69
640,0.76
660,0.86
680,0.96
700,1.02
720,1.10
740,1.28
760,1.34
780,1.51
800,1.62
820,1.73
840,1.90
860,2.04
880,2.13
900,2.35
